operationc,operationb,operationa,correctresponse,valuey,operationd,condition,valuex,Rule,Operatora,Length,Intermediate,CorrectResponse,Result,Y,X,Operatorc,Operatorb,Operatord,Structure,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,practice_encoding.keys,practice_encoding.rt,practice_execution.keys,practice_execution.corr,practice_execution.rt,encoding.keys,encoding.rt,execution.keys,execution.corr,execution.rt,date,frameRate,expName,session,participant,
,,,,,,,,"('INCREASE', 'DIVIDE', 'HALF', 'x', 'y')",DIVIDE,3,"(2, 1, 2)",2,2,2,4,half,increase,0,UBUxy,,,,,0,4,4,7,,,,,,space,1.95709762686,2,1,2.88057601189,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DOUBLE', 'TIMES', 'THIRD', 'x', 'y')",TIMES,3,"(1, 4, 8)",8,8,4,3,third,double,0,UBUxy,,,,,0,5,5,6,,,,,,space,3.09356518647,8,1,2.67814628543,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('SUBTRACT', 'THIRD', 'x', 'y')",third,2,"(3, 1)",1,1,2,9,0,SUBTRACT,0,BUxy,,,,,0,6,6,0,,,,,,space,1.15425270373,1,1,1.65368908754,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DIVIDE', 'DECREASE', 'THIRD', 'DOUBLE', 'x', 'y')",decrease,4,"(12, 4, 3, 1)",1,1,3,6,third,DIVIDE,double,BUUUxy,,,,,0,7,7,10,,,,,,space,1.68127810863,1,1,4.51779581801,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'SUBTRACT', 'INCREASE', 'HALF', 'x', 'y')",SUBTRACT,4,"(3, 4, 1, 3)",3,3,3,6,increase,triple,half,UBUUxy,,,,,0,8,8,13,,,,,,space,1.34587415803,3,1,3.87792328871,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'HALF', 'DIVIDE', 'x', 'y')",half,3,"(4, 2, 1)",1,1,2,8,DIVIDE,decrease,0,UUBxy,,,,,0,9,9,8,,,,,,space,1.17130992381,1,1,3.95585280676,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'INCREASE', 'SUBTRACT', 'HALF', 'x', 'y')",increase,4,"(4, 2, 3, 1)",1,1,2,8,SUBTRACT,third,half,UUBUxy,,,,,0,10,10,15,,,,,,space,1.79428236663,1,1,4.16483909904,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('SUBTRACT', 'DOUBLE', 'DECREASE', 'x', 'y')",double,3,"(8, 16, 7)",7,7,9,9,decrease,SUBTRACT,0,BUUxy,,,,,0,11,11,5,,,,,,space,2.24354028657,7,1,4.91900900141,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'TIMES', 'x', 'y')",TIMES,2,"(8, 9)",9,9,4,2,0,increase,0,UBxy,,,,,0,12,12,2,,,,,,space,2.78955226023,9,1,1.41062405138,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'DECREASE', 'THIRD', 'DOUBLE', 'x', 'y')",decrease,4,"(6, 2, 1, 2)",2,2,2,3,third,TIMES,double,BUUUxy,,,,,0,13,13,11,,,,,,space,1.84685738043,2,1,5.81020535508,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'TRIPLE', 'HALF', 'ADD', 'x', 'y')",triple,4,"(4, 2, 6, 7)",7,7,2,2,half,increase,ADD,UUUBxy,,,,,0,14,14,17,,,,,,space,1.15404902499,7,1,7.81418583971,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'DECREASE', 'HALF', 'x', 'y')",decrease,3,"(3, 2, 6)",6,6,4,6,half,ADD,0,BUUxy,,,,,0,15,15,4,,,,,,space,1.25136616994,6,1,4.21477118862,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'DIVIDE', 'TRIPLE', 'DOUBLE', 'x', 'y')",DIVIDE,4,"(6, 18, 2, 1)",1,1,9,3,triple,decrease,double,UBUUxy,,,,,0,16,16,12,,,,,,space,3.26777525766,1,1,6.24904661199,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'SUBTRACT', 'x', 'y')",SUBTRACT,2,"(2, 6)",6,6,6,8,0,triple,0,UBxy,,,,,0,17,17,3,,,,,,space,1.39543668618,6,1,2.05405780907,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'TRIPLE', 'SUBTRACT', 'DOUBLE', 'x', 'y')",triple,4,"(6, 3, 9, 8)",8,8,3,3,SUBTRACT,decrease,double,UUBUxy,,,,,0,0,0,15,,,,,,space,3.72726680971,1,0,5.68739582025,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'TRIPLE', 'HALF', 'x', 'y')",triple,3,"(2, 6, 8)",8,8,2,4,half,ADD,0,BUUxy,,,,,0,1,1,5,,,,,,space,1.50617038112,8,1,3.70269202409,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'DECREASE', 'THIRD', 'DOUBLE', 'x', 'y')",decrease,4,"(18, 6, 5, 9)",9,9,4,9,third,ADD,double,BUUUxy,,,,,0,2,2,10,,,,,,space,4.08512196752,9,1,4.5139108734,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'DOUBLE', 'TIMES', 'THIRD', 'x', 'y')",double,4,"(1, 3, 6, 5)",5,5,3,3,TIMES,decrease,third,UUBUxy,,,,,0,3,3,14,,,,,,space,3.12220689771,5,1,5.33149415858,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'TRIPLE', 'DOUBLE', 'DECREASE', 'x', 'y')",triple,4,"(1, 2, 6, 8)",8,8,2,2,double,ADD,decrease,BUUUxy,,,,,0,4,4,11,,,,,,space,2.92770909355,8,1,3.28693960785,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'DOUBLE', 'DECREASE', 'x', 'y')",double,3,"(1, 2, 7)",7,7,5,2,decrease,ADD,0,BUUxy,,,,,0,5,5,4,,,,,,space,1.66850374163,7,1,2.66058336812,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'DECREASE', 'x', 'y')",decrease,2,"(2, 7)",7,7,5,3,0,ADD,0,BUxy,,,,,0,6,6,0,,,,,,space,1.32935063227,7,1,1.75044979056,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'ADD', 'HALF', 'x', 'y')",ADD,3,"(1, 4, 5)",5,5,3,2,half,increase,0,UBUxy,,,,,0,7,7,7,,,,,,space,1.19066465415,5,1,3.34628151552,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('HALF', 'INCREASE', 'TIMES', 'x', 'y')",increase,3,"(9, 10, 5)",5,5,3,3,TIMES,half,0,UUBxy,,,,,0,8,8,9,,,,,,space,2.86861111043,5,1,2.66144112862,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DOUBLE', 'SUBTRACT', 'INCREASE', 'x', 'y')",SUBTRACT,3,"(4, 1, 2)",2,2,3,3,increase,double,0,UBUxy,,,,,0,9,9,6,,,,,,space,1.07853390499,2,1,3.35081739221,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'HALF', 'THIRD', 'TIMES', 'x', 'y')",half,4,"(12, 4, 2, 3)",3,3,4,3,third,increase,TIMES,UUUBxy,,,,,0,10,10,16,,,,,,space,6.85002315008,3,1,6.83601236211,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'HALF', 'INCREASE', 'SUBTRACT', 'x', 'y')",half,4,"(5, 6, 3, 1)",1,1,2,7,increase,third,SUBTRACT,UUUBxy,,,,,0,11,11,17,,,,,,space,1.66745315126,1,1,7.3666756374,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('HALF', 'ADD', 'x', 'y')",ADD,2,"(12, 6)",6,6,8,4,0,half,0,UBxy,,,,,0,12,12,3,,,,,,space,1.20869652252,6,1,1.63947567072,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'ADD', 'THIRD', 'HALF', 'x', 'y')",ADD,4,"(3, 1, 7, 6)",6,6,6,6,third,decrease,half,UBUUxy,,,,,0,13,13,12,,,,,,space,2.13129299958,6,1,3.73267164571,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'TIMES', 'x', 'y')",TIMES,2,"(9, 8)",8,8,3,3,0,decrease,0,UBxy,,,,,0,14,14,2,,,,,,space,1.6065903023,8,1,1.39781853763,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DOUBLE', 'THIRD', 'ADD', 'x', 'y')",third,3,"(9, 3, 6)",6,6,4,5,ADD,double,0,UUBxy,,,,,0,15,15,8,,,,,,space,1.04523802941,6,1,4.08449378308,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'SUBTRACT', 'DOUBLE', 'THIRD', 'x', 'y')",SUBTRACT,4,"(3, 6, 4, 3)",3,3,2,9,double,decrease,third,UBUUxy,,,,,0,16,16,13,,,,,,space,3.2705424189,3,1,5.79802067654,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DIVIDE', 'DECREASE', 'x', 'y')",decrease,2,"(8, 2)",2,2,4,9,0,DIVIDE,0,BUxy,,,,,0,17,17,1,,,,,,space,0.918075648806,2,1,1.60516945057,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'DOUBLE', 'SUBTRACT', 'INCREASE', 'x', 'y')",double,4,"(5, 1, 2, 6)",6,6,4,4,SUBTRACT,triple,increase,UUBUxy,,,,,0,0,0,14,,,,,,space,5.847513212,6,1,2.96676606796,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'HALF', 'x', 'y')",half,2,"(2, 7)",7,7,5,4,0,ADD,0,BUxy,,,,,0,1,1,0,,,,,,space,1.699731683,7,1,2.00950500815,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DIVIDE', 'TRIPLE', 'DECREASE', 'x', 'y')",triple,3,"(6, 18, 9)",9,9,2,7,decrease,DIVIDE,0,BUUxy,,,,,0,2,2,4,,,,,,space,1.69765919926,9,1,4.85224261849,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'TIMES', 'TRIPLE', 'HALF', 'x', 'y')",TIMES,4,"(1, 3, 6, 7)",7,7,2,2,triple,increase,half,UBUUxy,,,,,0,3,3,13,,,,,,space,3.74781456555,7,1,5.15832907836,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'THIRD', 'DOUBLE', 'ADD', 'x', 'y')",third,4,"(9, 18, 6, 5)",5,5,4,5,double,decrease,ADD,UUUBxy,,,,,0,4,4,16,,,,,,space,2.78808836298,5,1,3.99104408456,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'HALF', 'ADD', 'x', 'y')",half,3,"(6, 3, 9)",9,9,3,3,ADD,triple,0,UUBxy,,,,,0,5,5,8,,,,,,space,2.54837597696,9,1,3.12625632516,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'INCREASE', 'TRIPLE', 'x', 'y')",double,4,"(9, 10, 20, 5)",5,5,4,3,increase,DIVIDE,triple,BUUUxy,,,,,0,6,6,10,,,,,,space,5.65170689439,5,1,5.11032983708,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('HALF', 'SUBTRACT', 'DECREASE', 'TRIPLE', 'x', 'y')",SUBTRACT,4,"(15, 14, 10, 5)",5,5,4,5,decrease,half,triple,UBUUxy,,,,,0,7,7,12,,,,,,space,8.4021801325,5,1,3.81439231816,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'INCREASE', 'DIVIDE', 'DOUBLE', 'x', 'y')",increase,4,"(16, 2, 3, 9)",9,9,8,8,DIVIDE,triple,double,UUBUxy,,,,,0,8,8,15,,,,,,space,6.61287249676,9,1,6.98092594038,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'HALF', 'INCREASE', 'THIRD', 'x', 'y')",half,4,"(1, 2, 1, 9)",9,9,9,3,increase,TIMES,third,BUUUxy,,,,,0,9,9,11,,,,,,space,2.5203460019,9,1,4.9784293009,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('SUBTRACT', 'INCREASE', 'HALF', 'x', 'y')",increase,3,"(4, 5, 3)",3,3,2,8,half,SUBTRACT,0,BUUxy,,,,,0,10,10,5,,,,,,space,7.69921828657,3,1,3.6540019549,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'DIVIDE', 'x', 'y')",DIVIDE,2,"(4, 5)",5,5,2,8,0,increase,0,UBxy,,,,,0,11,11,3,,,,,,space,2.86887463294,5,1,2.05171200385,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('SUBTRACT', 'TRIPLE', 'x', 'y')",triple,2,"(12, 9)",9,9,3,4,0,SUBTRACT,0,BUxy,,,,,0,12,12,1,,,,,,space,1.11082608529,9,1,2.78841522887,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'INCREASE', 'HALF', 'TIMES', 'x', 'y')",increase,4,"(28, 14, 15, 5)",5,5,4,7,half,third,TIMES,UUUBxy,,,,,0,13,13,17,,,,,,space,2.05430943281,5,1,8.8394892493,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('HALF', 'TIMES', 'DECREASE', 'x', 'y')",TIMES,3,"(8, 16, 8)",8,8,2,9,decrease,half,0,UBUxy,,,,,0,14,14,6,,,,,,space,1.30062108019,8,1,2.9351461675,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'DIVIDE', 'TRIPLE', 'x', 'y')",DIVIDE,3,"(6, 2, 3)",3,3,3,2,triple,increase,0,UBUxy,,,,,0,15,15,7,,,,,,space,2.74314115322,3,1,3.48939803131,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DOUBLE', 'DIVIDE', 'x', 'y')",DIVIDE,2,"(1, 2)",2,2,8,8,0,double,0,UBxy,,,,,0,16,16,2,,,,,,space,1.33410383626,2,1,1.63738043935,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'INCREASE', 'SUBTRACT', 'x', 'y')",increase,3,"(1, 2, 6)",6,6,2,3,SUBTRACT,triple,0,UUBxy,,,,,0,17,17,9,,,,,,space,3.87718836539,6,1,3.1599473095,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'DIVIDE', 'TRIPLE', 'HALF', 'x', 'y')",DIVIDE,4,"(2, 6, 2, 3)",3,3,3,4,triple,increase,half,UBUUxy,,,,,0,0,0,12,,,,,,space,4.66695585316,3,1,4.03699743932,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DOUBLE', 'TIMES', 'x', 'y')",TIMES,2,"(4, 8)",8,8,2,2,0,double,0,UBxy,,,,,0,1,1,3,,,,,,space,1.01125272577,8,1,1.49216939213,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'TRIPLE', 'HALF', 'ADD', 'x', 'y')",triple,4,"(6, 3, 9, 8)",8,8,2,4,half,decrease,ADD,UUUBxy,,,,,0,2,2,16,,,,,,space,3.23664285632,8,1,3.20757943908,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'THIRD', 'DOUBLE', 'x', 'y')",third,3,"(6, 2, 4)",4,4,2,3,double,TIMES,0,BUUxy,,,,,0,3,3,5,,,,,,space,1.01113933761,4,1,4.9490005218,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('ADD', 'THIRD', 'x', 'y')",third,2,"(1, 7)",7,7,6,3,0,ADD,0,BUxy,,,,,0,4,4,0,,,,,,space,0.868174006042,7,1,2.40649203255,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DOUBLE', 'ADD', 'x', 'y')",ADD,2,"(4, 8)",8,8,2,2,0,double,0,UBxy,,,,,0,5,5,2,,,,,,space,1.1561792527,8,1,2.38634393501,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'INCREASE', 'ADD', 'DOUBLE', 'x', 'y')",increase,4,"(16, 20, 21, 7)",7,7,4,8,ADD,third,double,UUBUxy,,,,,0,6,6,14,,,,,,space,1.92406772354,7,1,4.75725868006,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'TIMES', 'HALF', 'INCREASE', 'x', 'y')",TIMES,4,"(8, 4, 12, 4)",4,4,3,7,half,third,increase,UBUUxy,,,,,0,7,7,13,,,,,,space,4.96610463698,4,1,8.56717916486,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DIVIDE', 'DOUBLE', 'INCREASE', 'THIRD', 'x', 'y')",double,4,"(2, 3, 6, 2)",2,2,3,6,increase,DIVIDE,third,BUUUxy,,,,,0,8,8,10,,,,,,space,3.53634703219,2,1,3.97403270969,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'INCREASE', 'HALF', 'TRIPLE', 'x', 'y')",increase,4,"(6, 3, 4, 8)",8,8,2,2,half,TIMES,triple,BUUUxy,,,,,0,9,9,11,,,,,,space,7.25210564278,8,1,5.10737859504,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'ADD', 'TRIPLE', 'x', 'y')",ADD,3,"(6, 8, 9)",9,9,2,2,triple,increase,0,UBUxy,,,,,0,10,10,6,,,,,,space,2.03906292379,9,1,3.15867099268,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DECREASE', 'TRIPLE', 'DIVIDE', 'x', 'y')",triple,3,"(2, 6, 5)",5,5,4,8,DIVIDE,decrease,0,UUBxy,,,,,0,11,11,8,,,,,,space,2.39019983265,5,1,4.56239761381,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'SUBTRACT', 'THIRD', 'x', 'y')",SUBTRACT,3,"(3, 1, 2)",2,2,2,9,third,increase,0,UBUxy,,,,,0,12,12,7,,,,,,space,3.31259788041,2,1,3.83382684017,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('SUBTRACT', 'INCREASE', 'x', 'y')",increase,2,"(6, 2)",2,2,4,5,0,SUBTRACT,0,BUxy,,,,,0,13,13,1,,,,,,space,2.73955192776,2,1,1.9427858703,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'DOUBLE', 'SUBTRACT', 'DECREASE', 'x', 'y')",double,4,"(4, 1, 2, 6)",6,6,3,5,SUBTRACT,triple,decrease,UUBUxy,,,,,0,14,14,15,,,,,,space,3.66498835846,6,1,4.69350023325,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'INCREASE', 'SUBTRACT', 'x', 'y')",increase,3,"(2, 3, 1)",1,1,6,8,SUBTRACT,third,0,UUBxy,,,,,0,15,15,9,,,,,,space,2.88813907269,1,1,2.65825331127,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('DIVIDE', 'TRIPLE', 'HALF', 'x', 'y')",triple,3,"(4, 12, 4)",4,4,3,8,half,DIVIDE,0,BUUxy,,,,,0,16,16,4,,,,,,space,6.40413467855,4,1,5.47838853016,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'DECREASE', 'HALF', 'SUBTRACT', 'x', 'y')",decrease,4,"(4, 2, 1, 3)",3,3,5,9,half,triple,SUBTRACT,UUUBxy,,,,,0,17,17,17,,,,,,space,4.77190780142,2,0,12.9606473065,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'INCREASE', 'x', 'y')",increase,2,"(3, 6)",6,6,2,2,0,TIMES,0,BUxy,,,,,0,0,0,1,,,,,,space,1.35712723377,6,1,1.49371518082,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'DECREASE', 'x', 'y')",decrease,2,"(2, 4)",4,4,2,3,0,TIMES,0,BUxy,,,,,0,1,1,0,,,,,,space,1.34893318882,4,1,1.6825040307,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'DECREASE', 'HALF', 'x', 'y')",decrease,3,"(4, 3, 9)",9,9,3,8,half,TIMES,0,BUUxy,,,,,0,2,2,4,,,,,,space,2.67797760304,9,1,2.22866018931,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'DOUBLE', 'ADD', 'INCREASE', 'x', 'y')",double,4,"(10, 12, 24, 8)",8,8,2,9,ADD,third,increase,UUBUxy,,,,,0,3,3,14,,,,,,space,1.92350113266,8,1,8.88507724219,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'DECREASE', 'TIMES', 'x', 'y')",decrease,3,"(25, 24, 8)",8,8,5,5,TIMES,third,0,UUBxy,,,,,0,4,4,8,,,,,,space,2.99715549682,8,1,3.1137969253,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'DECREASE', 'HALF', 'TIMES', 'x', 'y')",decrease,4,"(6, 3, 2, 6)",6,6,2,3,half,triple,TIMES,UUUBxy,,,,,0,5,5,17,,,,,,space,1.63420837036,6,1,5.2516300424,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('INCREASE', 'DIVIDE', 'TRIPLE', 'DOUBLE', 'x', 'y')",DIVIDE,4,"(6, 18, 3, 4)",4,4,6,3,triple,increase,double,UBUUxy,,,,,0,6,6,12,,,,,,space,2.18073654015,4,1,3.62295424473,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'SUBTRACT', 'DOUBLE', 'DECREASE', 'x', 'y')",SUBTRACT,4,"(2, 4, 1, 3)",3,3,3,3,double,triple,decrease,UBUUxy,,,,,0,7,7,13,,,,,,space,10.8684028822,3,1,4.35468868824,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'THIRD', 'HALF', 'x', 'y')",third,3,"(3, 1, 5)",5,5,5,6,half,TIMES,0,BUUxy,,,,,0,8,8,5,,,,,,space,1.76590207812,5,1,4.34643339967,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'INCREASE', 'HALF', 'DIVIDE', 'x', 'y')",increase,4,"(4, 2, 3, 1)",1,1,2,8,half,third,DIVIDE,UUUBxy,,,,,0,9,9,16,,,,,,space,9.13717868541,1,1,3.82989675027,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'HALF', 'ADD', 'DECREASE', 'x', 'y')",half,4,"(1, 4, 2, 6)",6,6,3,2,ADD,triple,decrease,UUBUxy,,,,,0,10,10,15,,,,,,space,7.17684669604,6,1,3.66879421133,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('SUBTRACT', 'HALF', 'INCREASE', 'TRIPLE', 'x', 'y')",half,4,"(15, 16, 8, 3)",3,3,5,5,increase,SUBTRACT,triple,BUUUxy,,,,,0,11,11,10,,,,,,space,4.01829574084,3,1,3.60301367552,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'ADD', 'x', 'y')",ADD,2,"(9, 3)",3,3,5,4,0,third,0,UBxy,,,,,0,12,12,2,,,,,,space,0.983854434795,3,1,1.52500856536,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'SUBTRACT', 'x', 'y')",SUBTRACT,2,"(3, 1)",1,1,2,5,0,third,0,UBxy,,,,,0,13,13,3,,,,,,space,2.86652287834,1,1,1.63733144446,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('THIRD', 'ADD', 'INCREASE', 'x', 'y')",ADD,3,"(8, 15, 5)",5,5,7,7,increase,third,0,UBUxy,,,,,0,14,14,6,,,,,,space,6.4248539165,5,1,2.59610889604,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TRIPLE', 'HALF', 'DIVIDE', 'x', 'y')",half,3,"(2, 1, 3)",3,3,2,4,DIVIDE,triple,0,UUBxy,,,,,0,15,15,9,,,,,,space,1.38143989674,3,1,2.69262637444,2017_May_05_0907,None,KRITL,001,31049,
,,,,,,,,"('TIMES', 'INCREASE', 'THIRD', 'DOUBLE', 'x', 'y')",increase,4,"(6, 2, 3, 9)",9,9,3,3,third,TIMES,double,BUUUxy,,,,,0,16,16,11,,,,,,space,1.84370035987,None,0,,2017_May_05_0907,None,KRITL,001,31049,
